city,school_name,campus_name,campus_address,dining_venue,floor,source_url,source_date,campus_source_url,verification_basis,official_code,review_status,reviewed_at
"天津市","河北工业大学","北辰校区","天津市北辰区双口镇西平道5340号","东区食堂","一楼、二楼东西侧、三楼多餐厅","https://hq.hebut.edu.cn/gzdt/daae6bcc5ff44580ac92f1379f2ba90b.htm","官方页未标注","https://www.hebut.edu.cn/jblm/hwjl/ylsngyxy/xysha/91731.htm","2026-08-12复核：历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层","4113010080","confirmed_official_source","2026-08-12"
"天津市","河北工业大学","北辰校区","天津市北辰区双口镇西平道5340号","西区食堂","一楼、二楼、三楼","https://hq.hebut.edu.cn/gzdt/daae6bcc5ff44580ac92f1379f2ba90b.htm","官方页未标注","https://www.hebut.edu.cn/jblm/hwjl/ylsngyxy/xysha/91731.htm","2026-08-12复核：历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层","4113010080","confirmed_official_source","2026-08-12"
"天津市","河北工业大学","北辰校区","天津市北辰区双口镇西平道5340号","西区新食堂","含三楼火锅经营区域","https://hq.hebut.edu.cn/gzdt/daae6bcc5ff44580ac92f1379f2ba90b.htm","官方页未标注","https://www.hebut.edu.cn/jblm/hwjl/ylsngyxy/xysha/91731.htm","2026-08-12复核：历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层","4113010080","confirmed_official_source","2026-08-12"
"天津市","河北工业大学","红桥校区","天津市红桥区丁字沽光荣道8号河北工业大学东院","南院学生食堂","一楼、二楼；另有三楼委托经营公告","https://hq.hebut.edu.cn/gzdt/daae6bcc5ff44580ac92f1379f2ba90b.htm","官方页未标注","https://www.hebut.edu.cn/jblm/hwjl/ylsngyxy/xysha/91731.htm","2026-08-12复核：历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层","4113010080","confirmed_official_source","2026-08-12"
"天津市","南开大学","八里台校区","天津市南开区卫津路94号","学二食堂","一楼、二楼","https://www.nankai.edu.cn/2025/0624/c17471a574322/page.htm","2025-06-24","https://www.nankai.edu.cn/2025/0624/c17471a574322/page.htm","2026-08-12复核：2025年暑假官方后勤指南逐层列出学二食堂一楼、二楼供餐状态；不是由建筑层数推断。","4112010055","confirmed_official_source","2026-08-12"
"天津市","南开大学","八里台校区","天津市南开区卫津路94号","学三食堂","一楼、二楼","https://www.nankai.edu.cn/2025/0624/c17471a574322/page.htm","2025-06-24","https://www.nankai.edu.cn/2025/0624/c17471a574322/page.htm","2026-08-12复核：2025年暑假官方后勤指南逐层列出学三食堂一楼、二楼供餐状态；不是由建筑层数推断。","4112010055","confirmed_official_source","2026-08-12"
"天津市","天津大学","北洋园校区","天津市津南区雅观路135号","留学生食堂","留园二层","https://yx.tju.edu.cn/jztd/ys/201806/t20180602_307309.htm","官方页未标注","https://zs.tju.edu.cn/ym21/lxwm/xxlxfs.htm","2026-08-12复核：历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层","4112010056","confirmed_official_source","2026-08-12"
"天津市","天津大学","卫津路校区","天津市南开区卫津路92号","学四食堂","一至三层","https://yx.tju.edu.cn/jztd/ys/201806/t20180602_307309.htm","官方页未标注","https://zs.tju.edu.cn/ym21/lxwm/xxlxfs.htm","2026-08-12复核：历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层","4112010056","confirmed_official_source","2026-08-12"
"天津市","天津大学","卫津路校区","天津市南开区卫津路92号","学五食堂","二层清真食堂；三层套餐快餐等","https://yx.tju.edu.cn/jztd/ys/201806/t20180602_307309.htm","官方页未标注","https://zs.tju.edu.cn/ym21/lxwm/xxlxfs.htm","2026-08-12复核：历史A级官方证据快照；校区与餐饮来源当前均返回2xx；已剔除异地校区和不明确楼层","4112010056","confirmed_official_source","2026-08-12"
"天津市","天津科技大学","滨海校区","天津经济技术开发区第十三大街9号","第三学生食堂西区","西一层、西二层","https://hq.tust.edu.cn/xwzx/gzdt/fd5cc1235a624244aad0000899096c97.htm","2024-09-11","https://www.tust.edu.cn/","2026-08-12复核：官方后勤改造报道明确第三学生食堂西一、西二层并说明开学前正式营业。","4112010057","confirmed_official_source","2026-08-12"
